,age,workclass,education_level,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
429,68, State-gov, Doctorate,16.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,2377.0,60.0, United-States,>50K
430,44, Private, Some-college,10.0, Married-civ-spouse, Transport-moving, Husband, Black, Male,0.0,0.0,40.0, United-States,>50K
431,53, Private, HS-grad,9.0, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0.0,0.0,40.0, United-States,>50K
432,47, Private, Bachelors,13.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,40.0, United-States,>50K
433,32, Local-gov, HS-grad,9.0, Married-civ-spouse, Other-service, Husband, Black, Male,3103.0,0.0,38.0, United-States,>50K
434,44, Private, Bachelors,13.0, Married-civ-spouse, Transport-moving, Husband, White, Male,0.0,0.0,52.0, United-States,>50K
435,49, Private, Some-college,10.0, Divorced, Prof-specialty, Not-in-family, White, Male,14084.0,0.0,44.0, United-States,>50K
436,37, Private, Bachelors,13.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,40.0, United-States,>50K
437,54, Private, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,7688.0,0.0,40.0, United-States,>50K
438,36, Private, Bachelors,13.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,50.0, United-States,>50K
439,33, Private, Doctorate,16.0, Divorced, Sales, Not-in-family, White, Male,99999.0,0.0,60.0, United-States,>50K
440,34, State-gov, Masters,14.0, Married-civ-spouse, Prof-specialty, Wife, Black, Female,0.0,0.0,40.0, United-States,>50K
441,52, Local-gov, HS-grad,9.0, Married-civ-spouse, Transport-moving, Husband, Other, Male,0.0,0.0,40.0, Jamaica,>50K
442,51, Local-gov, HS-grad,9.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,40.0, United-States,>50K
443,43, Private, HS-grad,9.0, Married-civ-spouse, Tech-support, Husband, Asian-Pac-Islander, Male,0.0,0.0,40.0, Vietnam,>50K
444,46, Private, Some-college,10.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,40.0, United-States,>50K
445,45, Private, Bachelors,13.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,50.0, United-States,>50K
446,39, Private, Masters,14.0, Never-married, Exec-managerial, Not-in-family, Black, Male,8614.0,0.0,52.0, United-States,>50K
447,41, Private, HS-grad,9.0, Divorced, Craft-repair, Not-in-family, White, Male,13550.0,0.0,44.0, United-States,>50K
448,23, Self-emp-inc, HS-grad,9.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,1977.0,40.0, United-States,>50K
449,59, Private, Prof-school,15.0, Married-civ-spouse, Transport-moving, Husband, Black, Male,15024.0,0.0,50.0, United-States,>50K
450,26, Private, Bachelors,13.0, Never-married, Adm-clerical, Own-child, White, Female,0.0,0.0,40.0, United-States,>50K
451,43, Self-emp-not-inc, Bachelors,13.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States,>50K
452,37, Private, Bachelors,13.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,40.0, United-States,>50K
453,47, Private, HS-grad,9.0, Married-civ-spouse, Transport-moving, Husband, White, Male,0.0,0.0,70.0, United-States,>50K
454,33, Private, HS-grad,9.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,55.0, United-States,>50K
455,50, Private, Bachelors,13.0, Divorced, Exec-managerial, Unmarried, White, Male,0.0,0.0,45.0, United-States,>50K
456,41, Private, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,1848.0,40.0, United-States,>50K
457,56, Private, Bachelors,13.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,40.0, United-States,>50K
458,75, Private, 11th,7.0, Married-civ-spouse, Protective-serv, Husband, Black, Male,6418.0,0.0,50.0, United-States,>50K
459,41, State-gov, Assoc-voc,11.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,35.0, United-States,>50K
460,47, Self-emp-inc, Prof-school,15.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,2415.0,45.0, United-States,>50K
461,50, Private, Some-college,10.0, Married-civ-spouse, Transport-moving, Husband, White, Male,0.0,0.0,70.0, United-States,>50K
462,46, Private, Bachelors,13.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,55.0, United-States,>50K
463,51, Federal-gov, Bachelors,13.0, Married-civ-spouse, Farming-fishing, Husband, White, Male,5178.0,0.0,40.0, United-States,>50K
464,42, Private, Bachelors,13.0, Married-civ-spouse, Sales, Husband, White, Male,7298.0,0.0,40.0, United-States,>50K
465,58, Private, HS-grad,9.0, Married-civ-spouse, Sales, Husband, White, Male,7688.0,0.0,40.0, United-States,>50K
466,41, Self-emp-inc, Some-college,10.0, Married-civ-spouse, Farming-fishing, Husband, White, Male,0.0,0.0,54.0, United-States,>50K
467,42, Private, Assoc-acdm,12.0, Never-married, Tech-support, Not-in-family, White, Male,14084.0,0.0,36.0, United-States,>50K
468,36, Private, Bachelors,13.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,40.0, United-States,>50K
469,47, Federal-gov, Bachelors,13.0, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0.0,1887.0,40.0, United-States,>50K
470,29, Private, Bachelors,13.0, Never-married, Prof-specialty, Not-in-family, White, Male,8614.0,0.0,40.0, United-States,>50K
471,41, Private, Bachelors,13.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States,>50K
472,41, State-gov, Masters,14.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,40.0, United-States,>50K
473,36, Self-emp-inc, Some-college,10.0, Married-civ-spouse, Protective-serv, Husband, White, Male,0.0,0.0,60.0, United-States,>50K
474,31, Private, Bachelors,13.0, Never-married, Sales, Not-in-family, White, Female,0.0,0.0,65.0, United-States,>50K
475,30, Private, Bachelors,13.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,40.0, United-States,>50K
476,48, Private, Some-college,10.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,65.0, United-States,>50K
477,35, Private, Bachelors,13.0, Separated, Sales, Not-in-family, White, Male,0.0,0.0,50.0, United-States,>50K
478,29, Private, Assoc-voc,11.0, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0.0,1887.0,48.0, United-States,>50K
479,40, Private, Some-college,10.0, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0.0,0.0,40.0, United-States,>50K
480,39, Private, Some-college,10.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,1848.0,47.0, United-States,>50K
481,50, Private, Masters,14.0, Never-married, Exec-managerial, Not-in-family, White, Male,27828.0,0.0,48.0, United-States,>50K
482,34, Private, Assoc-voc,11.0, Married-civ-spouse, Adm-clerical, Husband, Black, Male,0.0,0.0,45.0, United-States,>50K
483,40, Private, Bachelors,13.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,1887.0,40.0, United-States,>50K
484,57, Self-emp-not-inc, Bachelors,13.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,50.0, United-States,>50K
485,60, Self-emp-inc, 9th,5.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,45.0, United-States,>50K
486,33, Private, Some-college,10.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,70.0, United-States,>50K
487,49, Private, Some-college,10.0, Married-civ-spouse, Adm-clerical, Husband, White, Male,0.0,0.0,45.0, United-States,>50K
488,39, Private, HS-grad,9.0, Married-civ-spouse, Sales, Husband, White, Male,7298.0,0.0,50.0, United-States,>50K
489,60, Private, HS-grad,9.0, Married-civ-spouse, Transport-moving, Husband, White, Male,0.0,0.0,60.0, United-States,>50K
490,42, Private, Masters,14.0, Never-married, Prof-specialty, Not-in-family, White, Male,0.0,0.0,48.0, United-States,>50K
491,34, Private, Some-college,10.0, Never-married, Prof-specialty, Not-in-family, White, Male,0.0,0.0,50.0, United-States,>50K
492,37, Self-emp-inc, Some-college,10.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,40.0, United-States,>50K
493,40, Private, Bachelors,13.0, Never-married, Tech-support, Not-in-family, White, Female,14344.0,0.0,45.0, United-States,>50K
494,37, Private, 10th,6.0, Married-civ-spouse, Transport-moving, Husband, White, Male,0.0,0.0,50.0, United-States,>50K
495,43, Private, Assoc-voc,11.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024.0,0.0,40.0, United-States,>50K
496,73, Private, Some-college,10.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,2174.0,50.0, United-States,>50K
497,31, Private, Bachelors,13.0, Never-married, Exec-managerial, Not-in-family, White, Female,13550.0,0.0,50.0, United-States,>50K
498,51, State-gov, Masters,14.0, Never-married, Prof-specialty, Not-in-family, White, Male,0.0,0.0,40.0, United-States,>50K
499,54, Private, 11th,7.0, Divorced, Craft-repair, Own-child, White, Female,0.0,0.0,50.0, United-States,>50K
500,29, Private, Bachelors,13.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,40.0, United-States,>50K
501,57, Private, Bachelors,13.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,50.0, United-States,>50K
502,27, Self-emp-not-inc, Some-college,10.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,45.0, United-States,>50K
503,44, Private, HS-grad,9.0, Never-married, Craft-repair, Own-child, White, Male,0.0,0.0,40.0, United-States,>50K
504,49, Private, Bachelors,13.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,45.0, United-States,>50K
505,39, Private, Masters,14.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,45.0, United-States,>50K
506,32, Private, Some-college,10.0, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0.0,0.0,84.0, United-States,>50K
507,28, State-gov, Masters,14.0, Married-civ-spouse, Prof-specialty, Wife, White, Female,0.0,0.0,50.0, United-States,>50K
508,35, Private, Assoc-acdm,12.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,1887.0,45.0, United-States,>50K
509,40, Private, Bachelors,13.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,50.0, United-States,>50K
510,38, Self-emp-inc, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,50.0, United-States,>50K
511,55, Private, 9th,5.0, Divorced, Machine-op-inspct, Not-in-family, White, Male,10520.0,0.0,60.0, United-States,>50K
512,60, Private, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,7298.0,0.0,40.0, United-States,>50K
513,57, Private, Some-college,10.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,7688.0,0.0,60.0, United-States,>50K
514,49, Self-emp-inc, Some-college,10.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,70.0, United-States,>50K
515,62, Private, Some-college,10.0, Never-married, Craft-repair, Not-in-family, White, Female,8614.0,0.0,39.0, United-States,>50K
516,41, Private, Assoc-voc,11.0, Married-civ-spouse, Tech-support, Husband, White, Male,0.0,0.0,40.0, United-States,>50K
517,50, Private, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States,>50K
518,61, Private, Bachelors,13.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024.0,0.0,50.0, United-States,>50K
519,48, Private, Prof-school,15.0, Married-civ-spouse, Tech-support, Husband, White, Male,0.0,1977.0,40.0, United-States,>50K
520,45, Private, Some-college,10.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,2415.0,40.0, United-States,>50K
521,44, Private, Masters,14.0, Married-civ-spouse, Exec-managerial, Husband, Black, Male,5178.0,0.0,60.0, United-States,>50K
522,45, Federal-gov, Masters,14.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,7298.0,0.0,40.0, United-States,>50K
523,25, Private, Some-college,10.0, Married-civ-spouse, Adm-clerical, Husband, Black, Male,0.0,1902.0,36.0, United-States,>50K
524,29, Private, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States,>50K
525,62, Private, HS-grad,9.0, Married-civ-spouse, Adm-clerical, Husband, White, Male,0.0,0.0,40.0, United-States,>50K
526,41, Private, Some-college,10.0, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,7298.0,0.0,42.0, United-States,>50K
527,66, Private, Assoc-acdm,12.0, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,5556.0,0.0,40.0, Yugoslavia,>50K
528,46, Private, Some-college,10.0, Married-civ-spouse, Sales, Husband, Black, Male,0.0,0.0,60.0, United-States,>50K
529,49, Private, HS-grad,9.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,40.0, United-States,>50K
530,59, Private, Some-college,10.0, Married-civ-spouse, Transport-moving, Husband, White, Male,3103.0,0.0,35.0, United-States,>50K
531,48, Self-emp-not-inc, Some-college,10.0, Divorced, Sales, Unmarried, White, Male,0.0,0.0,65.0, United-States,>50K
532,44, Private, Bachelors,13.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,60.0, United-States,>50K
533,41, Private, Bachelors,13.0, Married-civ-spouse, Sales, Husband, White, Male,7688.0,0.0,50.0, United-States,>50K
534,36, Private, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,45.0, United-States,>50K
535,38, Private, Masters,14.0, Married-civ-spouse, Prof-specialty, Wife, White, Female,0.0,0.0,20.0, United-States,>50K
536,46, Private, Some-college,10.0, Married-civ-spouse, Craft-repair, Wife, White, Female,7298.0,0.0,40.0, United-States,>50K
537,34, Private, Some-college,10.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,64.0, United-States,>50K
538,47, Private, Bachelors,13.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,40.0, United-States,>50K
539,45, Private, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,7298.0,0.0,60.0, United-States,>50K
540,45, Private, Masters,14.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,50.0, United-States,>50K
541,50, Self-emp-not-inc, Bachelors,13.0, Married-civ-spouse, Tech-support, Wife, White, Female,0.0,0.0,50.0, United-States,>50K
542,51, Private, Some-college,10.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,60.0, United-States,>50K
543,41, Private, Some-college,10.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,40.0, United-States,>50K
544,39, Self-emp-not-inc, HS-grad,9.0, Married-civ-spouse, Farming-fishing, Husband, White, Male,0.0,0.0,45.0, United-States,>50K
545,44, State-gov, HS-grad,9.0, Married-civ-spouse, Prof-specialty, Wife, White, Female,0.0,0.0,40.0, United-States,>50K
546,54, Private, HS-grad,9.0, Married-civ-spouse, Adm-clerical, Wife, White, Female,0.0,0.0,40.0, United-States,>50K
547,40, Local-gov, Bachelors,13.0, Never-married, Prof-specialty, Not-in-family, White, Male,0.0,0.0,50.0, United-States,>50K
548,41, Private, Masters,14.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,45.0, United-States,>50K
549,33, Self-emp-not-inc, Bachelors,13.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,40.0, United-States,>50K
550,47, Private, HS-grad,9.0, Married-civ-spouse, Sales, Husband, Black, Male,0.0,0.0,40.0, United-States,>50K
551,51, Private, Masters,14.0, Widowed, Exec-managerial, Unmarried, White, Male,15020.0,0.0,40.0, United-States,>50K
552,50, Private, HS-grad,9.0, Married-civ-spouse, Transport-moving, Husband, White, Male,7298.0,0.0,40.0, United-States,>50K
553,70, Self-emp-not-inc, Bachelors,13.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,20051.0,0.0,35.0, United-States,>50K
554,49, Self-emp-not-inc, Bachelors,13.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,60.0, United-States,>50K
555,22, Private, Some-college,10.0, Married-civ-spouse, Transport-moving, Husband, White, Male,0.0,0.0,48.0, United-States,>50K
556,52, Private, HS-grad,9.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,7688.0,0.0,40.0, United-States,>50K
557,41, Private, Assoc-acdm,12.0, Married-civ-spouse, Tech-support, Husband, White, Male,0.0,0.0,75.0, United-States,>50K
558,42, Private, Masters,14.0, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0.0,1902.0,55.0, India,>50K
559,64, Private, Bachelors,13.0, Married-civ-spouse, Protective-serv, Husband, White, Male,0.0,1902.0,50.0, United-States,>50K
560,33, Private, Bachelors,13.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024.0,0.0,60.0, United-States,>50K
561,31, Private, Assoc-voc,11.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,40.0, United-States,>50K
562,44, Self-emp-not-inc, Bachelors,13.0, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0.0,0.0,48.0, South,>50K
563,50, Local-gov, HS-grad,9.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,5178.0,0.0,40.0, United-States,>50K
564,42, Private, Some-college,10.0, Married-civ-spouse, Tech-support, Husband, White, Male,0.0,0.0,40.0, United-States,>50K
565,35, Private, Some-college,10.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,48.0, United-States,>50K
566,42, Self-emp-inc, HS-grad,9.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,1977.0,60.0, Italy,>50K
567,68, Private, Some-college,10.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,2377.0,55.0, United-States,>50K
568,34, Private, Bachelors,13.0, Divorced, Exec-managerial, Not-in-family, White, Male,0.0,0.0,85.0, England,>50K
569,59, Private, Doctorate,16.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,50.0, United-States,>50K
570,63, Private, Masters,14.0, Separated, Prof-specialty, Not-in-family, White, Female,0.0,0.0,40.0, United-States,>50K
571,60, Self-emp-not-inc, HS-grad,9.0, Married-civ-spouse, Farming-fishing, Husband, White, Male,0.0,0.0,65.0, United-States,>50K
572,35, Local-gov, Assoc-acdm,12.0, Married-civ-spouse, Protective-serv, Husband, White, Male,0.0,0.0,40.0, United-States,>50K
573,59, Private, HS-grad,9.0, Divorced, Craft-repair, Not-in-family, White, Male,0.0,0.0,38.0, United-States,>50K
574,37, Private, Masters,14.0, Never-married, Exec-managerial, Not-in-family, White, Female,0.0,0.0,40.0, United-States,>50K
575,29, Private, Bachelors,13.0, Never-married, Exec-managerial, Not-in-family, White, Male,0.0,0.0,50.0, United-States,>50K
576,31, Private, Some-college,10.0, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0.0,0.0,40.0, United-States,>50K
577,31, Self-emp-inc, HS-grad,9.0, Married-civ-spouse, Transport-moving, Husband, White, Male,0.0,1977.0,40.0, United-States,>50K
578,32, Private, Masters,14.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,40.0, United-States,>50K
579,70, Self-emp-inc, Doctorate,16.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,40.0, United-States,>50K
580,45, Local-gov, Masters,14.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,37.0, United-States,>50K
581,47, Private, Bachelors,13.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,1977.0,40.0, United-States,>50K
582,43, Self-emp-not-inc, Prof-school,15.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,30.0, United-States,>50K
583,35, Private, Some-college,10.0, Married-civ-spouse, Sales, Wife, White, Female,0.0,0.0,40.0, United-States,>50K
584,50, Private, Masters,14.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,40.0, United-States,>50K
585,31, Private, Bachelors,13.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,1977.0,45.0, United-States,>50K
586,48, Local-gov, Prof-school,15.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,45.0, United-States,>50K
587,36, Private, Assoc-acdm,12.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,50.0, United-States,>50K
588,25, Self-emp-not-inc, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,7298.0,0.0,40.0, United-States,>50K
589,46, Self-emp-not-inc, HS-grad,9.0, Married-spouse-absent, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0.0,0.0,45.0, India,>50K
590,45, Local-gov, Assoc-voc,11.0, Married-civ-spouse, Protective-serv, Husband, White, Male,0.0,0.0,60.0, United-States,>50K
591,27, Private, HS-grad,9.0, Married-civ-spouse, Adm-clerical, Wife, White, Female,5178.0,0.0,40.0, United-States,>50K
592,56, Federal-gov, Bachelors,13.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,7688.0,0.0,40.0, United-States,>50K
593,59, Private, Bachelors,13.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024.0,0.0,40.0, United-States,>50K
594,40, Private, Bachelors,13.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,60.0, Ireland,>50K
595,35, Private, Doctorate,16.0, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0.0,1902.0,40.0, Taiwan,>50K
596,36, Private, Bachelors,13.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,40.0, United-States,>50K
597,31, Private, Bachelors,13.0, Married-civ-spouse, Adm-clerical, Husband, White, Male,0.0,0.0,40.0, United-States,>50K
598,49, Private, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States,>50K
599,28, Private, Bachelors,13.0, Never-married, Prof-specialty, Not-in-family, White, Male,0.0,0.0,55.0, United-States,>50K
600,68, Private, Prof-school,15.0, Widowed, Prof-specialty, Unmarried, White, Male,0.0,0.0,60.0, United-States,>50K
601,52, Self-emp-not-inc, Bachelors,13.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,60.0, United-States,>50K
602,32, Private, Bachelors,13.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,50.0, United-States,>50K
603,56, Federal-gov, Doctorate,16.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,40.0, United-States,>50K
604,34, Private, HS-grad,9.0, Married-civ-spouse, Transport-moving, Husband, White, Male,0.0,0.0,40.0, United-States,>50K
605,48, Local-gov, Masters,14.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,7688.0,0.0,50.0, United-States,>50K
606,32, Private, Bachelors,13.0, Married-civ-spouse, Exec-managerial, Wife, White, Female,0.0,1902.0,44.0, United-States,>50K
607,34, Private, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,7688.0,0.0,40.0, United-States,>50K
608,63, State-gov, Doctorate,16.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,1902.0,50.0, United-States,>50K
609,30, Private, Some-college,10.0, Divorced, Exec-managerial, Not-in-family, White, Male,8614.0,0.0,50.0, United-States,>50K
610,66, Self-emp-inc, HS-grad,9.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,60.0, United-States,>50K
611,50, Private, HS-grad,9.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,40.0, United-States,>50K
612,56, Self-emp-not-inc, HS-grad,9.0, Married-civ-spouse, Other-service, Husband, White, Male,0.0,1887.0,50.0, Canada,>50K
613,34, Private, Bachelors,13.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,65.0, United-States,>50K
614,38, Private, Some-college,10.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States,>50K
615,53, Self-emp-inc, Bachelors,13.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,60.0, United-States,>50K
616,36, Private, Some-college,10.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,60.0, United-States,>50K
617,44, Private, Assoc-voc,11.0, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0.0,0.0,40.0, United-States,>50K
618,35, Private, Masters,14.0, Separated, Prof-specialty, Not-in-family, White, Male,0.0,0.0,40.0, United-States,>50K
619,52, Private, Some-college,10.0, Married-civ-spouse, Other-service, Husband, White, Male,0.0,0.0,35.0, United-States,>50K
620,25, State-gov, Some-college,10.0, Divorced, Other-service, Unmarried, White, Male,0.0,2472.0,40.0, United-States,>50K
621,37, Private, Some-college,10.0, Married-civ-spouse, Transport-moving, Husband, White, Male,0.0,0.0,40.0, United-States,>50K
622,40, Local-gov, Some-college,10.0, Never-married, Protective-serv, Not-in-family, White, Male,0.0,2444.0,40.0, United-States,>50K
623,53, Local-gov, Prof-school,15.0, Never-married, Prof-specialty, Not-in-family, White, Female,0.0,0.0,50.0, United-States,>50K
624,35, Private, HS-grad,9.0, Divorced, Transport-moving, Not-in-family, White, Female,0.0,0.0,60.0, United-States,>50K
625,26, Private, Assoc-acdm,12.0, Married-civ-spouse, Sales, Wife, White, Female,0.0,0.0,50.0, United-States,>50K
626,49, Local-gov, HS-grad,9.0, Married-civ-spouse, Protective-serv, Husband, White, Male,0.0,0.0,40.0, United-States,>50K
627,47, Private, HS-grad,9.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,45.0, United-States,>50K
628,67, Self-emp-not-inc, Masters,14.0, Widowed, Prof-specialty, Not-in-family, White, Male,18481.0,0.0,2.0, United-States,>50K
629,38, Private, Some-college,10.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,60.0, United-States,>50K
630,55, Private, Bachelors,13.0, Separated, Exec-managerial, Not-in-family, White, Male,14084.0,0.0,45.0, United-States,>50K
631,39, Private, Bachelors,13.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,1887.0,40.0, United-States,>50K
632,28, Private, HS-grad,9.0, Never-married, Transport-moving, Own-child, White, Male,0.0,0.0,45.0, Portugal,>50K
633,41, Private, Some-college,10.0, Married-civ-spouse, Adm-clerical, Husband, White, Male,0.0,0.0,50.0, United-States,>50K
634,33, Federal-gov, Assoc-acdm,12.0, Divorced, Exec-managerial, Unmarried, White, Male,0.0,0.0,50.0, United-States,>50K
635,39, Private, Bachelors,13.0, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Male,0.0,0.0,40.0, Philippines,>50K
636,33, Private, Doctorate,16.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,45.0, United-States,>50K
637,42, Private, Assoc-voc,11.0, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0.0,0.0,40.0, United-States,>50K
638,45, Private, HS-grad,9.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,60.0, United-States,>50K
639,49, Local-gov, Masters,14.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,40.0, United-States,>50K
640,50, Self-emp-inc, Prof-school,15.0, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,7688.0,0.0,50.0, Philippines,>50K
641,40, Federal-gov, Assoc-voc,11.0, Married-civ-spouse, Prof-specialty, Wife, White, Female,0.0,0.0,65.0, United-States,>50K
642,30, Private, Some-college,10.0, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0.0,0.0,40.0, United-States,>50K
643,60, Private, Some-college,10.0, Never-married, Prof-specialty, Unmarried, White, Male,0.0,0.0,40.0, United-States,>50K
